0,0,0
-0.849928,0.527005,0
-1.699856,1.054009,0
-2.549784,1.581014,0
-3.399711,2.108019,0
-4.249639,2.635024,0
-5.099567,3.162028,0
-5.949495,3.689033,0
-6.799423,4.216038,0
-7.649351,4.743042,0
-8.499279,5.270047,0
-9.349206,5.797052,0
-10.199134,6.324057,0
-11.048662,6.851704,0
-11.897898,7.379821,0
-12.747133,7.907939,0
-13.596368,8.436057,0
-14.445603,8.964175,0
-15.294838,9.492292,0
-16.144073,10.02041,0
-16.993308,10.548528,0
-17.842544,11.076646,0
-18.691779,11.604764,0
-19.541014,12.132881,0
-20.390249,12.660999,0
-21.239388,13.189271,0
-22.087996,13.718392,0
-22.936605,14.247514,0
-23.785213,14.776635,0
-24.633822,15.305756,0
-25.48243,15.834877,0
-26.331039,16.363998,0
-27.179647,16.893119,0
-28.028256,17.42224,0
-28.876865,17.951362,0
-29.725473,18.480483,0
-30.574082,19.009604,0
-31.42269,19.538725,0
-32.270889,20.068499,0
-33.118938,20.598514,0
-33.966986,21.128529,0
-34.815035,21.658544,0
-35.663083,22.188559,0
-36.511131,22.718574,0
-37.35918,23.24859,0
-38.207228,23.778605,0
-39.055276,24.30862,0
-39.903325,24.838635,0
-40.751373,25.36865,0
-41.599422,25.898665,0
-42.447318,26.428921,0
-43.294873,26.959721,0
-44.142429,27.49052,0
-44.989984,28.02132,0
-45.837539,28.55212,0
-46.685094,29.08292,0
-47.532649,29.613719,0
-48.380204,30.144519,0
-49.227759,30.675319,0
-50.075314,31.206119,0
-50.922869,31.736919,0
-51.770424,32.267718,0
-52.617979,32.798518,0
-53.465157,33.329915,0
-54.312286,33.86139,0
-55.159415,34.392866,0
-56.006544,34.924341,0
-56.853672,35.455816,0
-57.700801,35.987292,0
-58.54793,36.518767,0
-59.395059,37.050243,0
-60.242188,37.581718,0
-61.089316,38.113194,0
-61.936445,38.644669,0
-62.783574,39.176144,0
-63.630538,39.70788,0
-64.477308,40.239923,0
-65.324077,40.771965,0
-66.170847,41.304007,0
-67.017617,41.836049,0
-67.864387,42.368091,0
-68.711157,42.900134,0
-69.557927,43.432176,0
-70.404697,43.964218,0
-71.251467,44.49626,0
-72.098236,45.028303,0
-72.945006,45.560345,0
-73.791766,46.092403,0
-74.638244,46.624904,0
-75.484723,47.157404,0
-76.331201,47.689904,0
-77.17768,48.222405,0
-78.024158,48.754905,0
-78.870637,49.287405,0
-79.717115,49.819905,0
-80.563594,50.352406,0
-81.410072,50.884906,0
-82.256551,51.417406,0
-83.103029,51.949907,0
-83.949508,52.482407,0
-84.79585,53.015121,0
-85.642104,53.547971,0
-86.488359,54.08082,0
-87.334614,54.61367,0
-88.180869,55.14652,0
-89.027124,55.679369,0
-89.873379,56.212219,0
-90.719633,56.745069,0
-91.565888,57.277919,0
-92.412143,57.810768,0
-93.258398,58.343618,0
-94.104653,58.876468,0
-94.950878,59.409363,0
-95.796977,59.942453,0
-96.643076,60.475544,0
-97.489175,61.008635,0
-98.335275,61.541725,0
-99.181374,62.074816,0
-100.027473,62.607906,0
-100.873572,63.140997,0
-101.719671,63.674088,0
-102.56577,64.207178,0
-103.411869,64.740269,0
-104.257968,65.27336,0
-105.104067,65.80645,0
-106.564939,66.724024,0
-107.411546,67.256034,0
-108.258153,67.788045,0
-109.104761,68.320056,0
-109.951368,68.852066,0
